subject	segment	cloze	lab	item	n400	FullText	TargetWords
birm07	28	97	birm	34	8.89	You never forget how to ride a bicycle	bicycle
birm07	29	77	birm	21	11.35	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
birm07	30	3	birm	32	-12.57	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
birm07	31	3	birm	23	10.88	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
birm07	32	40	birm	24	-18.95	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
birm07	33	80	birm	37	-9.62	Frank wanted to design a very modern house so he sought advice from an architect	architect
birm07	34	0	birm	39	6.21	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
birm07	35	53	birm	33	11.77	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
birm07	36	87	birm	26	8.61	I wanted to put my coat in the closet but I could not find a hanger	hanger
birm07	37	93	birm	38	17.07	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
birm07	38	97	birm	25	6.89	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
birm07	39	7	birm	36	-8.56	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
birm07	40	0	birm	40	1.35	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
birm07	41	7	birm	59	2.3	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
birm07	42	3	birm	51	12.04	After Joanne's first book was published she finally felt she could call herself a success	success
birm07	43	67	birm	45	12.88	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
birm07	44	0	birm	56	-4.37	Carrie's father had always joked that two is company but three is an audience	audience
birm07	45	73	birm	58	13.53	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
birm07	46	37	birm	50	11.54	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
birm07	47	27	birm	60	9.99	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
birm07	48	47	birm	44	-3.31	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
birm07	49	77	birm	54	-1.8	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
birm07	50	0	birm	52	2.51	Alicia's first client was a failure but her second was an author	author
birm07	51	63	birm	46	14.57	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
birm07	52	40	birm	49	-1.41	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
birm07	53	60	birm	55	13.25	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
birm07	54	37	birm	42	7.55	Older children often have a harder time than younger children dealing with the loss of a parent	parent
birm07	55	93	birm	53	-2.6	Lance had moved to Hollywood in hopes of becoming an actor	actor
birm07	56	13	birm	47	1.9	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
birm07	57	69	birm	57	4.95	Damon preferred climbing stairs over going up an escalator	escalator
birm07	58	100	birm	41	15.69	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
birm07	59	0	birm	48	-11.21	Before little Gloria went to sleep she wanted to hear an excuse	excuse
birm07	60	93	birm	74	4.27	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
birm07	61	97	birm	78	-0.16	Because they were playing baseball so close to the house the children ended up shattering a window	window
birm07	62	77	birm	64	10.94	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
birm07	63	34	birm	61	-0.37	Although the basketball team's defence was very strong they did not have so much of an offense	offense
birm07	64	0	birm	80	0.8	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
birm07	65	0	birm	71	9.44	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
birm07	66	0	birm	67	4.27	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
birm07	67	93	birm	65	3.9	Being from the mainland Karen never got used to the feeling of living on an island	island
birm07	68	0	birm	76	9.47	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
birm07	69	0	birm	63	-3.71	The group had been brainstorming all day but they still didn't have a name	name
birm07	70	23	birm	66	2.1	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
birm07	71	10	birm	68	12.67	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
birm07	72	57	birm	70	3.49	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
birm07	73	70	birm	62	-3	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
birm07	74	0	birm	75	4.7	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
birm07	75	0	birm	72	-0.99	Marcy did not deal well with praise and had never really learned how to take an order	order
birm07	76	0	birm	79	12.1	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
birm07	77	100	birm	77	16.34	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
birm07	78	80	birm	73	10.05	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
birm07	79	93	birm	69	10.47	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
birm08	1	7	birm	11	-1.76	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
birm08	2	93	birm	9	6.64	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
birm08	3	90	birm	14	7.87	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
birm08	4	13	birm	12	-5.54	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
birm08	5	0	birm	19	1.44	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
birm08	6	93	birm	5	0.04	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
birm08	7	100	birm	2	-2.78	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
birm08	8	0	birm	20	15.01	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
birm08	9	100	birm	6	2.53	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
birm08	10	7	birm	3	-9.24	It was difficult to understand the foreign professor because he had a lisp	lisp
birm08	11	80	birm	10	-3.04	The tweeting in the treetops sounded like a bird	bird
birm08	12	0	birm	15	-10.35	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
birm08	13	34	birm	8	9.26	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
birm08	14	87	birm	18	3.88	Without the floats and the marching bands it wasn't much of a parade	parade
birm08	15	62	birm	17	-2.78	When the representative retired in the middle of his term, the state was forced to hold an election	election
birm08	16	0	birm	16	-9.17	James is an avid reader, so for his birthday his sister decided to give him an education	education
birm08	17	20	birm	4	13.23	Katie did not like to say words with the letter s because she spoke with an accent	accent
birm08	18	0	birm	7	-18.55	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
birm08	19	97	birm	1	-1.89	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
birm08	20	97	birm	13	-5.95	On a street corner in Paris Kim had her portrait painted by an artist	artist
birm08	21	0	birm	35	-3.55	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
birm08	22	3	birm	23	-0.05	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
birm08	23	0	birm	27	-3.17	No matter how safely you drive your car chances are someday you'll be involved in a race	race
birm08	24	90	birm	30	-7.07	Instead of recording a live album the band decided they would have more control if they recorded in a studio	studio
birm08	25	53	birm	33	-8.35	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
birm08	26	77	birm	21	1.9	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
birm08	27	0	birm	39	0.81	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
birm08	28	97	birm	25	-1.21	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
birm08	29	93	birm	38	2.35	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
birm08	30	40	birm	24	10.69	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
birm08	31	90	birm	29	13.19	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
birm08	31	90	birm	29	13.19	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
birm08	32	87	birm	26	-5.46	I wanted to put my coat in the closet but I could not find a hanger	hanger
birm08	33	67	birm	28	4.12	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
birm08	34	3	birm	32	0.52	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
birm08	35	80	birm	37	2.19	Frank wanted to design a very modern house so he sought advice from an architect	architect
birm08	36	7	birm	36	-3.27	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
birm08	37	0	birm	31	-19.15	Sue had wanted to go to Tim's birthday party but she was still waiting for a message	message
birm08	38	53	birm	22	-3.89	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
birm08	39	0	birm	40	-3.86	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
birm08	40	97	birm	34	5.25	You never forget how to ride a bicycle	bicycle
birm08	41	93	birm	53	-4.6	Lance had moved to Hollywood in hopes of becoming an actor	actor
birm08	42	7	birm	59	1.19	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
birm08	43	37	birm	42	6.02	Older children often have a harder time than younger children dealing with the loss of a parent	parent
birm08	44	37	birm	50	-6.59	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
birm08	45	27	birm	60	-6.83	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
birm08	46	47	birm	44	6.44	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
birm08	47	67	birm	45	0.09	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
birm08	48	73	birm	58	-3.41	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
birm08	49	60	birm	55	-4.3	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
birm08	50	69	birm	57	12.03	Damon preferred climbing stairs over going up an escalator	escalator
birm08	51	0	birm	56	10.42	Carrie's father had always joked that two is company but three is an audience	audience
birm08	52	0	birm	52	-14.51	Alicia's first client was a failure but her second was an author	author
birm08	53	0	birm	48	-15.65	Before little Gloria went to sleep she wanted to hear an excuse	excuse
birm08	54	100	birm	41	-11.93	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
birm08	55	63	birm	46	12.24	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
birm08	56	13	birm	47	1.84	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
birm08	57	40	birm	49	-2.48	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
birm08	58	3	birm	51	0.98	After Joanne's first book was published she finally felt she could call herself a success	success
birm08	59	77	birm	54	-15.23	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
birm08	60	40	birm	43	-0.42	Jeffrey mailed the letter without an envelope	envelope
birm08	61	0	birm	71	2.15	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
birm08	62	0	birm	80	-3.95	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
birm08	63	93	birm	69	-9.12	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
birm08	64	34	birm	61	-8.14	Although the basketball team's defence was very strong they did not have so much of an offense	offense
birm08	65	80	birm	73	0.89	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
birm08	66	0	birm	79	-9.61	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
birm08	67	23	birm	66	-0.2	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
birm08	68	93	birm	65	-1.23	Being from the mainland Karen never got used to the feeling of living on an island	island
birm08	69	0	birm	72	10.59	Marcy did not deal well with praise and had never really learned how to take an order	order
birm08	70	100	birm	77	-7.5	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
birm08	71	0	birm	63	-9.43	The group had been brainstorming all day but they still didn't have a name	name
birm08	72	0	birm	67	-3.11	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
birm08	73	10	birm	68	13.81	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
birm08	74	97	birm	78	1.16	Because they were playing baseball so close to the house the children ended up shattering a window	window
birm08	75	77	birm	64	2.31	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
birm08	76	0	birm	75	-1.48	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
birm08	77	0	birm	76	2.19	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
birm08	78	57	birm	70	-9.14	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
birm08	79	70	birm	62	-6.37	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
birm08	80	93	birm	74	3.67	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
birm09	1	100	birm	19	-4.11	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
birm09	2	0	birm	18	8.9	Without the floats and the marching bands it wasn't much of an election	election
birm09	3	97	birm	8	-11.73	The day was breezy so the boy went outside to fly a kite	kite
birm09	4	90	birm	15	20.92	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
birm09	5	93	birm	16	5.92	James is an avid reader, so for his birthday his sister decided to give him a book	book
birm09	6	80	birm	7	-3.91	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
birm09	7	87	birm	11	6.23	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
birm09	8	0	birm	5	10.74	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
birm09	9	100	birm	12	-12.05	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
birm09	10	0	birm	13	10.52	On a street corner in Paris Kim had her portrait painted by a student	student
birm09	11	0	birm	6	3.64	The bakery did not accept credit cards so Peter would have to write an apology	apology
birm09	12	3	birm	10	-4.71	The tweeting in the treetops sounded like an echo	echo
birm09	13	0	birm	14	10.67	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
birm09	14	3	birm	2	-0.61	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
birm09	15	90	birm	20	-5.31	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
birm09	16	0	birm	17	5.44	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
birm09	17	93	birm	4	10.52	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
birm09	18	0	birm	1	11.65	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
birm09	19	3	birm	9	3.65	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
birm09	20	100	birm	3	-7.72	It was difficult to understand the foreign professor because he had an accent	accent
birm09	21	90	birm	29	-3.28	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
birm09	21	90	birm	29	-3.28	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
birm09	22	30	birm	34	13.67	You never forget how to ride an elephant	elephant
birm09	23	0	birm	37	-4.92	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
birm09	24	0	birm	30	14.81	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
birm09	25	97	birm	27	15.27	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
birm09	26	77	birm	31	-6.28	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
birm09	27	77	birm	36	-0.28	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
birm09	28	93	birm	40	13.41	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
birm09	29	0	birm	33	20.56	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
birm09	30	97	birm	39	5.68	Because Bart did not clean his wound properly he ended up getting an infection	infection
birm09	31	93	birm	24	3.79	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
birm09	32	97	birm	35	9.15	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
birm09	33	0	birm	38	-3.67	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
birm09	34	93	birm	23	4.59	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
birm09	35	27	birm	28	-3.88	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
birm09	36	80	birm	32	7.26	When I called his house Nolan was not home but his mother said she could relay a message	message
birm09	37	0	birm	26	-4.8	I wanted to put my coat in the closet but I could not find an iron	iron
birm09	38	17	birm	22	4.52	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
birm09	39	0	birm	25	-2.12	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
birm09	40	3	birm	21	15.58	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
birm09	41	0	birm	57	-11.61	Damon preferred climbing stairs over going up a wheelchair	wheelchair
birm09	42	90	birm	51	13.64	After Joanne's first book was published she finally felt she could call herself an author	author
birm09	43	93	birm	55	10.05	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
birm09	44	7	birm	41	10.56	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
birm09	45	13	birm	42	4.35	Older children often have a harder time than younger children dealing with the loss of an adult	adult
birm09	46	50	birm	49	6.82	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
birm09	47	90	birm	44	2.39	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
birm09	48	93	birm	43	6.02	Jeffrey mailed the letter without a stamp	stamp
birm09	49	20	birm	46	16.73	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
birm09	50	3	birm	50	-9.01	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
birm09	51	17	birm	45	11.72	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
birm09	52	30	birm	54	-4	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
birm09	53	100	birm	47	-3.38	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
birm09	54	73	birm	59	7.18	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
birm09	55	93	birm	56	7.86	Carrie's father had always joked that two is company but three is a crowd	crowd
birm09	56	90	birm	60	-7.84	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
birm09	57	87	birm	52	15.59	Alicia's first client was a failure but her second was a success	success
birm09	58	7	birm	53	-0.91	Lance had moved to Hollywood in hopes of becoming a director	director
birm09	59	0	birm	58	-6.08	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
birm09	60	87	birm	48	5.93	Before little Gloria went to sleep she wanted to hear a story	story
birm09	61	87	birm	67	12.08	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
birm09	62	3	birm	70	14.21	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
birm09	63	90	birm	71	18.14	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
birm09	64	0	birm	74	-0.4	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
birm09	65	0	birm	61	-3.33	Although the basketball team's defence was very strong they did not have so much of a coach	coach
birm09	67	27	birm	68	5.16	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
birm09	68	90	birm	72	7.94	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
birm09	69	0	birm	62	10.47	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
birm09	70	90	birm	76	-1.13	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
birm09	71	83	birm	63	2.29	The group had been brainstorming all day but they still didn't have an idea	idea
birm09	72	60	birm	75	-6.65	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
birm09	73	97	birm	80	24.65	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
birm09	75	0	birm	69	12.34	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
birm09	76	7	birm	65	10.7	Being from the mainland Karen never got used to the feeling of living on a ship	ship
birm09	77	97	birm	79	-13.77	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
birm09	78	7	birm	66	-2.38	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
birm09	79	50	birm	64	1.55	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
birm09	80	7	birm	73	7.34	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
birm10	1	0	birm	6	11.4	The bakery did not accept credit cards so Peter would have to write an apology	apology
birm10	2	87	birm	11	9.62	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
birm10	3	0	birm	5	-4.45	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
birm10	4	90	birm	15	0.76	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
birm10	5	0	birm	13	13.96	On a street corner in Paris Kim had her portrait painted by a student	student
birm10	6	3	birm	10	-20.83	The tweeting in the treetops sounded like an echo	echo
birm10	7	90	birm	20	-5.48	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
birm10	8	100	birm	19	-16.4	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
birm10	9	3	birm	9	18.1	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
birm10	10	100	birm	12	-0.22	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
birm10	11	97	birm	8	-2.29	The day was breezy so the boy went outside to fly a kite	kite
birm10	12	93	birm	16	9.94	James is an avid reader, so for his birthday his sister decided to give him a book	book
birm10	13	80	birm	7	3.02	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
birm10	14	3	birm	2	-2.91	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
birm10	15	0	birm	1	4.3	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
birm10	16	93	birm	4	13.2	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
birm10	17	100	birm	3	13.68	It was difficult to understand the foreign professor because he had an accent	accent
birm10	18	0	birm	17	-6.51	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
birm10	19	0	birm	14	-1.8	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
birm10	20	90	birm	29	7.76	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
birm10	20	90	birm	29	7.76	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
birm10	21	0	birm	26	-9.25	I wanted to put my coat in the closet but I could not find an iron	iron
birm10	22	0	birm	37	7.31	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
birm10	23	3	birm	21	-0.33	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
birm10	24	0	birm	30	-8.96	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
birm10	25	93	birm	24	1.59	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
birm10	26	77	birm	31	3.06	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
birm10	27	77	birm	36	-7.9	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
birm10	28	97	birm	39	5.3	Because Bart did not clean his wound properly he ended up getting an infection	infection
birm10	29	27	birm	28	-13.58	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
birm10	30	0	birm	38	0.57	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
birm10	31	93	birm	40	7.63	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
birm10	32	17	birm	22	3.41	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
birm10	33	97	birm	35	9.45	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
birm10	34	93	birm	23	-2.33	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
birm10	35	80	birm	32	-4.62	When I called his house Nolan was not home but his mother said she could relay a message	message
birm10	36	97	birm	27	0.16	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
birm10	37	0	birm	25	-4.7	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
birm10	38	30	birm	34	3.16	You never forget how to ride an elephant	elephant
birm10	39	93	birm	55	13.81	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
birm10	40	73	birm	59	14.08	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
birm10	41	93	birm	56	6.32	Carrie's father had always joked that two is company but three is a crowd	crowd
birm10	42	90	birm	51	11.73	After Joanne's first book was published she finally felt she could call herself an author	author
birm10	43	90	birm	44	-4.09	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
birm10	44	17	birm	45	8.7	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
birm10	45	87	birm	52	6.8	Alicia's first client was a failure but her second was a success	success
birm10	46	30	birm	54	12.05	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
birm10	47	7	birm	41	-0.19	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
birm10	48	87	birm	48	-10.2	Before little Gloria went to sleep she wanted to hear a story	story
birm10	49	3	birm	50	-26.04	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
birm10	50	13	birm	42	-4.62	Older children often have a harder time than younger children dealing with the loss of an adult	adult
birm10	51	0	birm	57	-2.09	Damon preferred climbing stairs over going up a wheelchair	wheelchair
birm10	52	20	birm	46	-0.74	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
birm10	53	90	birm	60	-5.06	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
birm10	54	7	birm	53	2.55	Lance had moved to Hollywood in hopes of becoming a director	director
birm10	55	93	birm	43	7.38	Jeffrey mailed the letter without a stamp	stamp
birm10	56	50	birm	49	13.4	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
birm10	57	7	birm	73	-5.57	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
birm10	58	83	birm	63	-2.21	The group had been brainstorming all day but they still didn't have an idea	idea
birm10	59	0	birm	61	-6.7	Although the basketball team's defence was very strong they did not have so much of a coach	coach
birm10	62	97	birm	80	1.25	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
birm10	63	90	birm	76	1.19	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
birm10	64	7	birm	65	4.79	Being from the mainland Karen never got used to the feeling of living on a ship	ship
birm10	65	50	birm	64	-8.38	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
