Experiment	Participant	Item	Electrode	Condition	Amplitude	Stim
E3	3-7	23	CP4	control	-5.9185	Ashley questioned the analyst about the security breach. She was worried that her data
E3	3-7	23	C4	control	-8.58996	Ashley questioned the analyst about the security breach. She was worried that her data
E3	3-7	23	P3	control	-8.6166	Ashley questioned the analyst about the security breach. She was worried that her data
E3	3-7	23	CP3	control	-10.206	Ashley questioned the analyst about the security breach. She was worried that her data
E3	3-7	23	C3	control	-11.4567	Ashley questioned the analyst about the security breach. She was worried that her data
E3	3-7	111	P4	control	4.82806	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	111	CP4	control	3.59059	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	111	C4	control	4.83004	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	111	P3	control	6.51002	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	111	CP3	control	6.75599	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	111	C3	control	8.91375	Tessa stood with the weatherman in the studio. She was worried that her forecasts
E3	3-7	12	P4	prorel	-4.37223	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	12	CP4	prorel	-3.0846	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	12	C4	prorel	-0.311363	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	12	P3	prorel	-2.28348	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	12	CP3	prorel	-1.82426	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	12	C3	prorel	0.596723	Olivia adored the muscular runner from the competition. She blogged about his marathon
E3	3-7	124	P4	prounrel	4.39093	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	124	CP4	prounrel	3.16264	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	124	C4	prounrel	2.11251	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	124	P3	prounrel	2.69904	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	124	CP3	prounrel	0.364248	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	124	C3	prounrel	-1.76224	Fern lounged with the bearded artisan in the market. She liked that his riddles
E3	3-7	132	P4	prounrel	-10.3742	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	132	CP4	prounrel	-11.23	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	132	C4	prounrel	-8.53028	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	132	P3	prounrel	-5.85151	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	132	CP3	prounrel	-4.61367	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	132	C3	prounrel	-5.21913	Bob frustrated the motherly psychiatrist at every session. He constantly griped that her tricks
E3	3-7	52	P4	control	-3.93407	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	52	CP4	control	-2.53467	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	52	C4	control	-3.05422	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	52	P3	control	-1.77692	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	52	CP3	control	0.452593	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	52	C3	control	1.94089	Stella called the cantankerous investor over the phone. She hoped that her profits
E3	3-7	140	P4	control	-4.99736	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	140	CP4	control	-3.71838	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	140	C4	control	-4.79283	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	140	P3	control	-4.62914	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	140	CP3	control	-4.78779	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	140	C3	control	-4.95831	Estelle congratulated the architect after the speech. She agreed that her building
E3	3-7	25	P4	prounrel	12.6887	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	25	CP4	prounrel	15.4993	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	25	C4	prounrel	14.3354	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	25	P3	prounrel	9.85201	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	25	CP3	prounrel	11.2395	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	25	C3	prounrel	11.5907	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her realism
E3	3-7	11	P4	control	3.76398	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	11	CP4	control	5.66584	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	11	C4	control	6.87472	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	11	P3	control	4.70002	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	11	CP3	control	5.44291	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	11	C3	control	5.68552	Crystal quarreled with the playboy in the bedroom. She whined that her mansion
E3	3-7	109	P4	prorel	-8.80504	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	109	CP4	prorel	-8.92397	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	109	C4	prorel	-7.21075	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	109	P3	prorel	-2.7515	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	109	CP3	prorel	-1.27887	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	109	C3	prorel	-1.86523	Heidi searched for the shepherd in the terrible storm. She found his flock
E3	3-7	74	P4	prounrel	-6.99455	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	74	CP4	prounrel	-9.65385	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	74	C4	prounrel	-11.1301	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	74	P3	prounrel	-3.09459	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	74	CP3	prounrel	-5.43108	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	74	C3	prounrel	-5.65742	Matilda liked the stocky grocer who owned the little shop. She appreciated that his wisdom
E3	3-7	127	P4	control	2.42472	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	127	CP4	control	-2.17989	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	127	C4	control	-4.23663	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	127	P3	control	4.08753	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	127	CP3	control	2.17061	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	127	C3	control	-0.0759836	Jeannie marched with the general to the front of the lines. She was proud that her army
E3	3-7	98	P4	prounrel	-1.90082	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	98	CP4	prounrel	-2.89584	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	98	C4	prounrel	-2.11875	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	98	P3	prounrel	-1.44823	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	98	CP3	prounrel	-1.83361	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	98	C3	prounrel	0.110584	Holly showed the carpenter the new designs.  She moved his basket
E3	3-7	27	P4	prorel	-14.9815	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	27	CP4	prorel	-13.6406	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	27	C4	prorel	-8.00183	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	27	P3	prorel	-16.5235	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	27	CP3	prorel	-15.1616	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	27	C3	prorel	-11.3415	Genevieve traveled with the prince for many weeks. She wished that his castle
E3	3-7	16	P4	prounrel	-3.1008	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	16	CP4	prounrel	-4.83198	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	16	C4	prounrel	-5.09444	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	16	P3	prounrel	-6.21597	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	16	CP3	prounrel	-5.91822	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	16	C3	prounrel	-3.73612	Lawrence cowered with the petite hostage in the basement. He doubted that her demands
E3	3-7	86	P4	prounrel	-0.550014	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	86	CP4	prounrel	3.44178	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	86	C4	prounrel	7.55363	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	86	P3	prounrel	-0.791169	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	86	CP3	prounrel	3.42632	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	86	C3	prounrel	2.93856	Meredith argued with the executive in the penthouse. She questioned how his problem
E3	3-7	141	P4	prorel	7.79862	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	141	CP4	prorel	8.39156	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	141	C4	prorel	8.75542	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	141	P3	prorel	2.84619	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	141	CP3	prorel	2.97398	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	141	C3	prorel	2.83663	Nicole stopped the portly president in the hallway before the broadcast. She feared that his administration
E3	3-7	53	P4	prorel	-5.34015	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	53	CP4	prorel	-7.17687	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	53	C4	prorel	-6.62865	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	53	P3	prorel	-8.5291	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	53	CP3	prorel	-6.15475	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	53	C3	prorel	-3.277	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E3	3-7	67	P4	control	-6.505	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	67	CP4	control	-6.76931	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	67	C4	control	-7.55061	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	67	P3	control	-8.17089	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	67	CP3	control	-8.63669	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	67	C3	control	-4.47537	Lisa supervised the clean-shaven intern on the first day. She cautioned that her training
E3	3-7	59	P4	control	-16.5348	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	59	CP4	control	-14.8547	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	59	C4	control	-12.0143	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	59	P3	control	-8.56488	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	59	CP3	control	-5.82305	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	59	C3	control	-6.97841	Lillian approached the wizard ready for battle. She was aware that her spells
E3	3-7	55	P4	prounrel	-0.204631	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	55	CP4	prounrel	-1.29241	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	55	C4	prounrel	0.696544	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	55	P3	prounrel	-1.68599	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	55	CP3	prounrel	1.08193	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	55	C3	prounrel	3.80131	Stephen really respected the pregnant instructor at the workshop. He memorized his points
E3	3-7	64	P4	prorel	-3.15822	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	64	CP4	prorel	-2.93304	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	64	C4	prorel	-3.29339	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	64	P3	prorel	-9.90994	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	64	CP3	prorel	-7.04086	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	64	C3	prorel	-5.48355	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that his cattle
E3	3-7	92	P4	prounrel	0.629798	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	92	CP4	prounrel	0.832117	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	92	C4	prounrel	1.28978	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	92	P3	prounrel	-3.91347	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	92	CP3	prounrel	-2.17223	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	92	C3	prounrel	0.741491	Heather sat with the surfer in the sand after the accident. She was astounded that his foot
E3	3-7	149	P4	prounrel	0.546075	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	149	CP4	prounrel	-0.919036	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	149	C4	prounrel	-0.855405	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	149	P3	prounrel	1.22764	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	149	CP3	prounrel	-0.594217	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	149	C3	prounrel	-0.929002	Dawn helped the priest organize the small study. She placed his guide
E3	3-7	22	P4	prounrel	0.227684	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	22	CP4	prounrel	2.6431	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	22	C4	prounrel	6.08547	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	22	P3	prounrel	4.80978	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	22	CP3	prounrel	8.71984	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	22	C3	prounrel	11.1351	Alicia encouraged the bearded manager to take a risk. She was confident that his trip
E3	3-7	9	P4	prounrel	-4.23214	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	9	CP4	prounrel	-8.34732	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	9	C4	prounrel	-8.16819	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	9	P3	prounrel	-3.92394	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	9	CP3	prounrel	-4.35038	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	9	C3	prounrel	-4.5167	Chelsea joined the bully before the disciplinary meeting. She wanted to justify his side
E3	3-7	90	P4	control	10.4906	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-7	90	CP4	control	9.73794	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-7	90	C4	control	5.74538	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-7	90	P3	control	15.7897	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-7	90	CP3	control	12.7319	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-7	90	C3	control	9.95392	Robert consulted the psychic before making the decision. He felt uneasy after hearing his prediction
E3	3-8	36	P4	prorel	-13.1301	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	36	CP4	prorel	-7.77309	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	36	C4	prorel	-5.64929	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	36	P3	prorel	3.76412	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	36	CP3	prorel	7.11723	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	36	C3	prorel	14.4163	Jane joined the poacher on the expedition. She trusted that his rifle
E3	3-8	122	P4	control	16.5019	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	122	CP4	control	18.743	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	122	C4	control	18.7189	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	122	P3	control	21.9896	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	122	CP3	control	23.2232	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	122	C3	control	24.5098	Eva reluctantly followed the gruff juror out of the courtroom. She knew that her verdict
E3	3-8	25	P4	prorel	5.96278	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	25	CP4	prorel	5.21886	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	25	C4	prorel	7.44333	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	25	P3	prorel	8.60909	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	25	CP3	prorel	10.9689	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	25	C3	prorel	14.662	Nicholas belittled the feminist poet out of jealousy. Deep down he believed that her sonnets
E3	3-8	13	P4	prorel	1.5563	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	13	CP4	prorel	4.24145	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	13	C4	prorel	5.57616	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	13	P3	prorel	2.61341	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	13	CP3	prorel	5.82259	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	13	C3	prorel	7.58289	Scarlett commiserated with the producer in the emergency room. She had just learned that his film
E3	3-8	52	P4	prounrel	-6.10339	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	52	CP4	prounrel	-8.94216	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	52	C4	prounrel	-9.45961	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	52	P3	prounrel	0.327547	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	52	CP3	prounrel	1.20771	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	52	C3	prounrel	2.44944	Stella called the cantankerous investor over the phone. She hoped that his nerves
E3	3-8	116	P4	control	32.9625	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	116	CP4	control	32.3013	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	116	C4	control	32.5662	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	116	P3	control	31.5612	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	116	CP3	control	32.5712	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	116	C3	control	34.1684	Emma rehearsed with the musician on the stage. She was concerned that her trumpet
E3	3-8	91	P4	control	-2.30328	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	91	CP4	control	-3.97222	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	91	C4	control	-3.8221	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	91	P3	control	5.18288	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	91	CP3	control	7.12487	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	91	C3	control	8.61022	Brett sat with the pretty columnist in the press room. He mentioned that his articles
E3	3-8	137	P4	prorel	-3.53285	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	137	CP4	prorel	-2.79648	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	137	C4	prorel	4.12119	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	137	P3	prorel	-7.27576	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	137	CP3	prorel	-3.40031	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	137	C3	prorel	0.315529	Regina surprised the cowboy with stories around the campfire. She revealed that his ranch
E3	3-8	28	P4	prorel	-10.0432	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	28	CP4	prorel	-13.1878	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	28	C4	prorel	-14.311	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	28	P3	prorel	-2.53492	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	28	CP3	prorel	-6.27181	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	28	C3	prorel	-10.1147	Brittany coached the goalie throughout the season. She was upset when his net
E3	3-8	12	P4	control	-16.0232	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	12	CP4	control	-11.3381	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	12	C4	control	-7.83191	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	12	P3	control	-12.3487	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	12	CP3	control	-10.6327	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	12	C3	control	-7.09638	Olivia adored the muscular runner from the competition. She blogged about her marathon
E3	3-8	85	P4	control	-18.5377	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	85	CP4	control	-18.5789	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	85	C4	control	-22.2407	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	85	P3	control	-16.9166	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	85	CP3	control	-13.8262	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	85	C3	control	-13.1154	Adriana sparred with the boxer in the gym. After losing, she cleaned her gloves
E3	3-8	44	P4	prorel	-4.1572	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	44	CP4	prorel	-6.75643	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	44	C4	prorel	-8.28907	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	44	P3	prorel	-2.27533	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	44	CP3	prorel	-3.71994	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	44	C3	prorel	-3.40369	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that his palaces
E3	3-8	4	P4	prounrel	8.88663	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	4	CP4	prounrel	7.66268	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	4	C4	prounrel	9.23553	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	4	P3	prounrel	7.87428	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	4	CP3	prounrel	9.96124	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	4	C3	prounrel	14.0766	Edgar celebrated the blushing novelist at the awards gala. He bragged that her milestone
E3	3-8	27	P4	control	12.6847	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	27	CP4	control	12.7402	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	27	C4	control	11.1937	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	27	P3	control	19.0513	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	27	CP3	control	17.6888	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	27	C3	control	18.693	Genevieve traveled with the prince for many weeks. She wished that her castle
E3	3-8	109	P4	control	-4.23014	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	109	CP4	control	-4.14457	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	109	C4	control	-4.86441	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	109	P3	control	-0.516119	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	109	CP3	control	-2.55934	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	109	C3	control	-0.543004	Heidi searched for the shepherd in the terrible storm. She found her flock
E3	3-8	38	P4	prounrel	-10.2195	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	38	CP4	prounrel	-9.50939	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	38	C4	prounrel	-8.47806	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	38	P3	prounrel	-9.71815	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	38	CP3	prounrel	-11.2497	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	38	C3	prounrel	-13.6726	Patricia asked the judge to return to the chambers. She had forgotten his binder
E3	3-8	56	P4	prounrel	5.56041	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	56	CP4	prounrel	2.38294	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	56	C4	prounrel	5.86111	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	56	P3	prounrel	9.97048	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	56	CP3	prounrel	7.12704	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	56	C3	prounrel	7.30164	Charlotte bantered with the captain in the tavern. She claimed that his club
E3	3-8	82	P4	prorel	0.825486	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	82	CP4	prorel	0.824412	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	82	C4	prorel	-0.358851	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	82	P3	prorel	5.64455	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	82	CP3	prorel	4.72851	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	82	C3	prorel	6.4786	Janelle joined the good-looking scuba diver in the water. She observed that his snorkel
E3	3-8	136	P4	control	-6.36938	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	136	CP4	control	-3.99438	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	136	C4	control	-1.76448	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	136	P3	control	4.12291	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	136	CP3	control	5.80007	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	136	C3	control	7.45314	Charles twirled the ballerina during the duet. He was horrified when his slipper
E3	3-8	14	P4	prounrel	-12.8173	Queen Isabel congratulated the commander who kneeled before the throne. She was astonished that his mercy
E3	3-8	14	CP4	prounrel	-12.9135	Queen Isabel congratulated the commander who kneeled before the throne. She was astonished that his mercy
E3	3-8	14	C4	prounrel	-15.2468	Queen Isabel congratulated the commander who kneeled before the throne. She was astonished that his mercy
