Subject	Electrode	N400	FullText	Item	Condition
s19	C4	1.4209	Handling the rough wooden plank gave the woman a splinter	Item 87	Control
s19	C4	5.8516	After she deceived her mother, she had a guilty conscience	Item 126	Control
s19	C4	-7.6158	The vintage wedding dress was big and required an alterations	Item 3	Synt
s19	C4	8.6908	The monk sat quietly and fell into a deep meditations	Item 18	Synt
s19	C4	0.3141	Blackmail is just one of many weapons in this consternation	Item 115	Sem
s19	C4	-1.0159	The slogan ""change"" was a focus of that presidential champagne	Item 122	SemCrit
s19	C4	-6.9782	The soldier rammed gunpowder down the barrel of a distraction	Item 149	Sem
s19	C4	7.2019	The printer needed more paper and a new ink cartridges	Item 110	Synt
s19	C4	-2.9387	The bleach is too concentrated and requires a one-in-five shudder	Item 34	Sem
s19	C4	8.5394	Each winter evening, the family gathers around a warm hearse	Item 46	SemCrit
s19	C4	13.658	The poor stayed poor because of this limited upward mobilities	Item 79	Synt
s19	C4	-6.5432	The king knelt to be crowned at an official coronation	Item 28	Control
s19	C4	7.8866	He had a short attention span and needed constant sediment	Item 90	Sem
s19	C4	9.981	Harvesting crops is often the job of a seasonal migrant	Item 22	Control
s19	C4	3.1181	Old car engines mixed fuel and air in a cabaret	Item 103	SemCrit
s19	C4	-18.793	Intestinal problems may indicate a tapeworm, a type of parasol	Item 155	SemCrit
s19	C4	6.3309	The hostess greeted her guests with a light social pleasantry	Item 64	Control
s19	C4	-15.323	You cannot buy Cuban cigars because there is a correction	Item 75	Sem
s19	C4	7.3043	Blizzards are deadly hazards for explorers on an arctic sympathizer	Item 158	Sem
s19	C4	-2.5293	The soaring eagle circled and glided upwards on a thermos	Item 72	SemCrit
s19	C4	7.8281	Once Faust signed, he was doomed to this eternal dalmatian	Item 134	SemCrit
s19	C4	6.7052	One window on the dilapidated house was missing a shutter	Item 38	Control
s19	C4	8.4154	He idolized her, and her self-esteem benefited from this duration	Item 144	SemCrit
s19	C4	11.224	The low intensity workout compensated by having a long durations	Item 143	Synt
s19	C4	3.1334	The computer could read text aloud using a speech baloney	Item 66	Sem
s19	C4	-2.9692	He had sprinted and was still sweating from this excursion	Item 42	SemCrit
s19	C4	10.545	The rice was spiced with a pinch of that saffron	Item 70	Control
s19	C4	17.075	I control my fate; I don't have a predetermined destiny	Item 136	Control
s19	C4	9.5818	The ring held small diamonds set around this blue sapphires	Item 69	Synt
s19	C4	2.6398	She saved him from the poison by administering an antidote	Item 6	Control
s19	C4	8.3255	The teacher taught that subtraction was the opposite of additions	Item 99	Synt
s19	C4	-10.162	The princess arrived at the ball in a horse-drawn carriages	Item 109	Synt
s19	C4	-2.0269	That grenade explodes stronger than a stick of this dynasty	Item 146	SemCrit
s19	C4	7.9415	The napalm turned the luscious forest into a fiery inferno	Item 124	Control
s19	C4	7.7815	On the mountaintop we felt dizzy because of this conscience	Item 105	Sem
s19	C4	4.2799	The celebrating couple joyfully popped open a bottle of champagnes	Item 121	Synt
s19	C4	8.1064	The student went to medical school to become a cardinal	Item 31	Sem
s19	C4	16.439	Someone who has fought in a war is a veterinarian	Item 1	SemCrit
s19	C4	-6.1669	The doomsday preacher urged repentance and warned of an apocalypses	Item 148	Synt
s19	C4	2.2529	Don't call it a prison; call it a correctional facility	Item 160	Control
s19	C4	-9.4219	His office is down at the end of this arsenic	Item 26	Sem
s19	C4	3.9309	A new gravitational theory was proposed by an eminent physician	Item 32	SemCrit
s19	C4	-1.3691	The student had his editorial published in a local gazelle	Item 73	SemCrit
s19	C4	-20.905	Candidates must be citizens, but that is the only stimulation	Item 89	SemCrit
s19	C4	-8.4021	Like the IRS and FBI, CIA is another three-letter abbreviation	Item 95	Control
s19	C4	16.015	The child made a caterpillar from an old egg cartoon	Item 86	SemCrit
s19	C4	5.9348	This docile herbivorous aquatic mammal is known as a manatees	Item 59	Synt
s19	C4	3.5065	His personality was dramatically altered after acquiring this brain lesions	Item 142	Synt
s19	C4	15.166	The powerful cheetah sprinted in pursuit of a baby addition	Item 74	Sem
s19	C4	4.7114	It's alive! he cackled as he animated this monster Frankenstein	Item 58	Control
s19	C4	2.7347	He loves me? she wondered, plucking off a daisy pedal	Item 152	SemCrit
s19	C4	-4.4854	The storyteller could turn any incident into an amusing hearse	Item 5	Sem
s19	C4	1.7512	The upscale apartment was complete with all these modern amenities	Item 8	Control
s19	C4	10.844	The crowded urban neighborhood had a very high population densities	Item 135	Synt
s19	C4	5.4993	Agriculture in this desert would be impossible without this irritation	Item 78	SemCrit
s19	C4	12.84	Yuan emperors were Mongolian because Kublai Khan founded this dynasty	Item 145	Control
s19	C4	3.8624	The retiree found he soon tired of all this phonology	Item 141	Sem
s19	C4	5.9629	The whining alarm shut off, finally silencing this annoying distractions	Item 35	Synt
s19	C4	-6.3524	Champagne was once reserved exclusively for the royalty and pheromone	Item 80	Sem
s2	C4	17.871	The bleach is too concentrated and requires a one-in-five dilation	Item 34	SemCrit
s2	C4	26.525	Two common semi-aquatic rodents are a beaver and a muskrats	Item 150	Synt
s2	C4	-1.8557	The powerful cheetah sprinted in pursuit of a baby gazette	Item 74	SemCrit
s2	C4	-11.704	Some controversial stem cell research requires a fertilized human embryos	Item 76	Synt
s2	C4	1.14	The moth attracted a mate by releasing a potent admonition	Item 29	Sem
s2	C4	10.812	He soon backed away, sensing he had crossed a bounty	Item 119	SemCrit
s2	C4	7.2931	The doomsday preacher urged repentance and warned of a pharaoh	Item 148	Sem
s2	C4	9.1905	The castle wall was adorned with a beautiful woven tapestry	Item 67	Control
s2	C4	-3.1027	Blizzards are deadly hazards for explorers on an arctic expectation	Item 158	SemCrit
s2	C4	2.452	The teacher taught that subtraction was the opposite of humility	Item 99	Sem
s2	C4	3.6481	She scolded the child for running backwards up an apocalypse	Item 154	Sem
s2	C4	8.9355	The king knelt to be crowned at an official coronations	Item 28	Synt
s2	C4	1.8206	That grenade explodes stronger than a stick of this dynamite	Item 146	Control
s2	C4	6.3933	The flute player nervously prepared an excerpt for an auditions	Item 100	Synt
s2	C4	37.27	Agriculture in this desert would be impossible without this irrigation	Item 78	Control
s2	C4	-12.452	She saved him from the poison by administering an antidotes	Item 6	Synt
s2	C4	7.2679	Rather than reducing violence, the intervention just caused a pedal	Item 153	Sem
s2	C4	-27.532	Candidates must be citizens, but that is the only stipulation	Item 89	Control
s2	C4	-8.1847	The scientist designed an experiment to test a controversial hypotheses	Item 49	Synt
s2	C4	3.8808	He had a short attention span and needed constant stipulation	Item 90	SemCrit
s2	C4	3.1659	The teacher interrupted his sentence to make a grammatical collection	Item 20	SemCrit
s2	C4	-18.356	No light escapes the black hole once within this radius	Item 112	Control
s2	C4	-8.7023	A lolcat is cat photograph with a humorous ungrammatical radius	Item 97	Sem
s2	C4	-13.54	The circus featured an acrobat, a clown, and a jugglers	Item 83	Synt
s2	C4	29.084	She danced with an elegant masked gentleman at that mortar	Item 62	Sem
s2	C4	8.1641	Disgusted, she pulled away from his touch with a facility	Item 37	Sem
s2	C4	-4.1771	The hostess greeted her guests with a light social pleasantries	Item 64	Synt
s2	C4	2.6081	Mediators prevented the dispute from escalating into a violent alteration	Item 4	SemCrit
s2	C4	-1.2245	An intense tension headache can be mistaken for a migrant	Item 21	SemCrit
s2	C4	-8.7742	The retiree found he soon tired of all this lesion	Item 141	SemCrit
s2	C4	-1.6386	The preacher believed drunkenness was the cause of much immorality	Item 51	Control
s2	C4	-2.2732	The sudden change in protocol had caused all this inflection	Item 127	Sem
s2	C4	16.5	I blacked out and was confused when I regained consciousnesses	Item 125	Synt
s2	C4	6.7581	Intestinal problems may indicate a tapeworm, a type of parasite	Item 155	Control
s2	C4	-25.928	A syllogism is a common form of a deductive peasantry	Item 123	Sem
s2	C4	-0.45439	Statisticians emphasize that causation is not implied by a correlations	Item 27	Synt
s2	C4	-0.26253	To protect herself from the sun, she carried a physicist	Item 156	Sem
s2	C4	-6.8747	Medics cleaned and bandaged the wound to prevent an inflection	Item 56	SemCrit
s2	C4	1.6911	Rupert Murdoch is the owner of a vast media empire	Item 39	Control
s2	C4	-1.5213	The pseudoscience of inferring personality from skull measurements is phonology	Item 44	SemCrit
s2	C4	-23.024	Clownfish have evolved invulnerability to the poison tentacles of anemones	Item 7	Control
s2	C4	21.051	The heat felt even worse because of all this humidity	Item 47	Control
s2	C4	-1.7736	His office is down at the end of this coroner	Item 26	SemCrit
s2	C4	-11.004	The vintage wedding dress was big and required an inferno	Item 3	Sem
s2	C4	-7.1028	The monk sat quietly and fell into a deep arsenal	Item 18	Sem
s2	C4	5.1291	After she deceived her mother, she had a guilty consciences	Item 126	Synt
s2	C4	34.365	Incensed at the captain, the crew staged a full-scale mutiny	Item 92	Control
s2	C4	-7.1987	I control my fate; I don't have a predetermined destinies	Item 136	Synt
s2	C4	-1.8951	The computer could read text aloud using a speech sympathizer	Item 66	SemCrit
s2	C4	7.8567	The celebrating couple joyfully popped open a bottle of armaments	Item 121	Sem
s2	C4	4.6937	The student had his editorial published in a local gazette	Item 73	Control
s2	C4	-6.6175	Like the IRS and FBI, CIA is another three-letter abbreviations	Item 95	Synt
s2	C4	-3.42	The study of sounds in language is known as leisure	Item 43	Sem
s2	C4	-2.1684	You cannot buy Cuban cigars because there is an embryo	Item 75	SemCrit
s2	C4	-0.0063599	To make the car accelerate, press down on this petal	Item 151	SemCrit
s2	C4	-10.023	The afternoon showing cost less because it was a matinee	Item 60	Control
s2	C4	-8.3665	The three kings bore gifts of gold, myrrh, and anemones	Item 57	Sem
s2	C4	12.777	It's alive! he cackled as he animated this monster Frankensteins	Item 58	Synt
s2	C4	-5.4245	The detectives discovered the professor was poisoned with this arsenics	Item 116	Synt
s2	C4	-14.44	The herd of cows was out grazing in a pastor	Item 129	SemCrit
s2	C4	15.495	Someone who has fought in a war is a veteran	Item 1	Control
s2	C4	1.1869	The archeologists found the mummy of a young Egyptian hearth	Item 30	Sem
s2	C4	-7.9346	My back was so tense I really needed a message	Item 138	SemCrit
s2	C4	12.337	Romeo longingly admired Juliet as she stood on this baloney	Item 118	SemCrit
s2	C4	-3.8754	The United States has a large stockpile of nuclear adoration	Item 113	Sem
s2	C4	-7.0322	Pikemen can be an effective defense against a charging stipulation	Item 15	Sem
s2	C4	1.4924	The sermon denounced pride and extolled the virtue of humilities	Item 48	Synt
s2	C4	-5.0827	The child wore a glittery crown with a pink rhinestones	Item 24	Synt
s2	C4	21.607	Two important fluids in the body are blood and lymph	Item 82	Control
s2	C4	-5.056	Each winter evening, the family gathers around a warm hearth	Item 46	Control
s2	C4	4.0202	That white dog with little black spots is a dalmatian	Item 133	Control
s2	C4	-1.2382	The rice was spiced with a pinch of that saffrons	Item 70	Synt
s2	C4	-2.9566	The poor stayed poor because of this limited upward spinster	Item 79	Sem
s2	C4	-10.088	The mason built his own house of brick and mortal	Item 93	SemCrit
s2	C4	-2.0607	Claiming two wrongs make a right is a common fallacy	Item 159	Control
s2	C4	7.5011	There is a beanbag toss game booth at this carnivals	Item 12	Synt
s2	C4	-2.3992	The printer needed more paper and a new ink veteran	Item 110	Sem
s2	C4	-4.9308	A soldier fighting for the highest bidder is a missionary	Item 131	SemCrit
s2	C4	7.6413	The devout Christian girl travelled to India as an admission	Item 132	Sem
s2	C4	3.0711	Up on the tree branch perched a bright red carnival	Item 11	SemCrit
s2	C4	5.6788	The slogan ""change"" was a focus of that presidential campaign	Item 122	Control
s2	C4	-5.2255	Never stay out past midnight, was his mother's strict gazelle	Item 102	Sem
s2	C4	-22.72	She didn't answer the phone, so I left a tapestry	Item 137	Sem
s2	C4	-1.6293	The whining alarm shut off, finally silencing this annoying mascara	Item 35	Sem
s2	C4	-10.898	For lunch, she had brought tomato soup in a lesion	Item 71	Sem
s2	C4	-4.9612	The zoo had two giraffes, an elephant, and a rhinos	Item 23	Synt
s2	C4	0.2926	The ambassador who negotiated the deal was a skilled diplomat	Item 140	Control
s2	C4	-5.5289	The soaring eagle circled and glided upwards on a thermal	Item 72	Control
s2	C4	5.1471	The lecherous satyr chased after a beautiful lithe wood lymph	Item 81	SemCrit
s2	C4	-4.9625	The museum pass provides five dollars off of each admissions	Item 101	Synt
s2	C4	4.909	The soldier rammed gunpowder down the barrel of a muskrat	Item 149	SemCrit
s2	C4	-7.3027	The dentist congratulated me on not having a single petal	Item 16	Sem
s2	C4	-9.4846	Can't you just be quiet? she snapped revealing her irrigation	Item 77	SemCrit
s2	C4	8.1559	The college sent out a newsletter to all its alumni	Item 107	Control
s2	C4	-7.971	Despite technological advances, wars cannot be won without an infamy	Item 54	SemCrit
s2	C4	-2.5772	The baseball player felt cheated and swore at an umpires	Item 40	Synt
s2	C4	7.6348	Marie Curie died of exposure to radiation from this radiums	Item 111	Synt
s2	C4	2.9466	After the Holocaust, German history could never escape this infamy	Item 53	Control
s2	C4	0.2692	Once Faust signed, he was doomed to this eternal damnation	Item 134	Control
s2	C4	15.738	The woman brought her sick pet dog to a veterinarian	Item 2	Control
s2	C4	0.27731	He had sprinted and was still sweating from this exertion	Item 42	Control
s2	C4	5.7689	The student went to medical school to become a physicist	Item 31	SemCrit
s2	C4	-5.5223	The cheapest lunchmeat at this grocery store is this immortality	Item 117	Sem
s2	C4	10.47	She lunged towards his neck, going right for the jugulars	Item 84	Synt
s2	C4	6.4697	Blackmail is just one of many weapons in this arsenic	Item 115	SemCrit
s2	C4	-10.374	The princess arrived at the ball in a horse-drawn thermal	Item 109	Sem
s2	C4	-2.4971	She was vaccinated so her body would developed an immunity	Item 91	Control
s2	C4	5.4272	Yuan emperors were Mongolian because Kublai Khan founded this dynasties	Item 145	Synt
s2	C4	-0.41306	Soda cans and tin foil are both made of aluminums	Item 108	Synt
s2	C4	0.21883	Capture or kill the wanted criminal to collect a bounties	Item 120	Synt
s2	C4	5.7642	Blinking causes a momentary pupil contraction followed by a dilution	Item 33	SemCrit
s2	C4	3.2959	The Caribbean cruise package includes this kayaking and snorkeling irritation	Item 41	Sem
s2	C4	9.0165	Cats were the only company for this lonely old radium	Item 88	Sem
s2	C4	-3.0419	The ring held small diamonds set around this blue medication	Item 69	Sem
s2	C4	7.5924	After hours of playing, the guitarist's fingertips developed a callus	Item 14	Control
s2	C4	1.2733	The thesaurus shows that a synonym for drunkenness is abbreviation	Item 96	SemCrit
s2	C4	-2.5795	The coach scolded the player for having a bad altitude	Item 106	SemCrit
s2	C4	-5.2794	The flooded river fertilized the fields with a rich sediments	Item 9	Synt
s2	C4	13.442	The child made a caterpillar from an old egg carton	Item 86	Control
s2	C4	-12.584	The president of the college handed each graduate a diplomas	Item 139	Synt
s2	C4	13.982	This docile herbivorous aquatic mammal is known as a stimulation	Item 59	Sem
s2	C4	1.265	A new gravitational theory was proposed by an eminent physicist	Item 32	Control
s2	C4	4.8553	The napalm turned the luscious forest into a fiery infernos	Item 124	Synt
s2	C4	1.4314	Considering my previous experiences, I had a rather low expedition	Item 157	SemCrit
s2	C4	-4.2932	The casket was carried to the cemetery in a hearth	Item 45	SemCrit
s2	C4	8.0631	After my root canal the dentist prescribed a pain balcony	Item 17	Sem
s2	C4	-3.4513	The reagents reacted faster in the presence of an anecdote	Item 13	Sem
s2	C4	-11.294	He loves me? she wondered, plucking off a daisy petal	Item 152	Control
s21	C4	-5.8678	He denounced the novel's film adaptation as a complete tapestry	Item 68	SemCrit
s21	C4	1.9502	The Big Dipper may perhaps be the most famous immunity	Item 128	Sem
s21	C4	4.8782	The mason built his own house of brick and humidity	Item 93	Sem
s21	C4	8.2269	The coach scolded the player for having a bad shutter	Item 106	Sem
s21	C4	3.9161	I blacked out and was confused when I regained consciousness	Item 125	Control
s21	C4	-0.58173	The detectives discovered the professor was poisoned with this arsenic	Item 116	Control
s21	C4	8.2272	The child wore a glittery crown with a pink rhinestone	Item 24	Control
s21	C4	-1.9361	She lunged towards his neck, going right for the jugular	Item 84	Control
s21	C4	-16.903	A soldier fighting for the highest bidder is an apostrophe	Item 131	Sem
s21	C4	7.7866	The castle wall was adorned with a beautiful woven travesty	Item 67	SemCrit
s21	C4	16.65	The woman brought her sick pet dog to a veteran	Item 2	SemCrit
s21	C4	3.9079	The cheapest lunchmeat at this grocery store is this baloneys	Item 117	Synt
s21	C4	-5.2911	The devout Christian girl travelled to India as a missionaries	Item 132	Synt
s21	C4	0.6119	To protect herself from the sun, she carried a parasols	Item 156	Synt
s21	C4	1.1187	The celebrating couple joyfully popped open a bottle of champagnes	Item 121	Synt
s21	C4	-0.83555	The napalm turned the luscious forest into a fiery inferno	Item 124	Control
s21	C4	15.905	Someone who has fought in a war is a veterinarian	Item 1	SemCrit
s21	C4	5.2985	A new gravitational theory was proposed by an eminent physician	Item 32	SemCrit
s21	C4	12.479	She saved him from the poison by administering an antidote	Item 6	Control
s21	C4	-12.424	The congregation listens to a sermon delivered by an escalation	Item 130	Sem
s21	C4	-0.56746	The doomsday preacher urged repentance and warned of an apocalypses	Item 148	Synt
s21	C4	-6.1814	The princess arrived at the ball in a horse-drawn carriages	Item 109	Synt
s21	C4	-15.048	His office is down at the end of this arsenic	Item 26	Sem
s21	C4	10.68	The teacher taught that subtraction was the opposite of additions	Item 99	Synt
s21	C4	0.89139	On the mountaintop we felt dizzy because of this conscience	Item 105	Sem
s21	C4	-1.4685	The student had his editorial published in a local gazelle	Item 73	SemCrit
s21	C4	2.1337	That grenade explodes stronger than a stick of this dynasty	Item 146	SemCrit
s21	C4	2.1438	The flooded river fertilized the fields with a rich sediment	Item 9	Control
s21	C4	3.0716	The casket was carried to the cemetery in a dilution	Item 45	Sem
s21	C4	6.3158	The ambassador who negotiated the deal was a skilled diploma	Item 140	SemCrit
s21	C4	3.4589	Rupert Murdoch is the owner of a vast media umpire	Item 39	SemCrit
s21	C4	33.055	The zoo had two giraffes, an elephant, and a rhino	Item 23	Control
s21	C4	-13.478	He soon backed away, sensing he had crossed a manatee	Item 119	Sem
s21	C4	13.112	The Christmas tree was decorated with many shining glass ornaments	Item 114	Control
s21	C4	-8.8308	After my root canal the dentist prescribed a pain medications	Item 17	Synt
s21	C4	-0.027972	The study of sounds in language is known as phonologies	Item 43	Synt
s21	C4	-4.1039	A syllogism is a common form of a deductive inferences	Item 123	Synt
s21	C4	-3.325	The reagents reacted faster in the presence of a catalysts	Item 13	Synt
s21	C4	7.3226	Capture or kill the wanted criminal to collect a bounty	Item 120	Control
s21	C4	-2.1672	After hours of playing, the guitarist's fingertips developed a catalyst	Item 14	SemCrit
s21	C4	4.1024	The vicious cyclone tragically caused many deaths and much distraction	Item 36	SemCrit
s21	C4	-4.9556	An intense tension headache can be mistaken for an empire	Item 21	Sem
s21	C4	-0.7086	Feudal lords lived off the labor of an oppressed pleasantry	Item 63	SemCrit
s21	C4	6.7097	The three kings bore gifts of gold, myrrh, and frankincenses	Item 57	Synt
s21	C4	-17.809	She scolded the child for running backwards up an escalators	Item 154	Synt
s21	C4	-2.0707	Marie Curie died of exposure to radiation from this radium	Item 111	Control
s21	C4	-9.2065	Some controversial stem cell research requires a fertilized human embryo	Item 76	Control
s21	C4	12.384	Senator McCarthy accused the screenwriter of being a Communist synthesizer	Item 65	SemCrit
s21	C4	-5.7895	The pseudoscience of inferring personality from skull measurements is saffron	Item 44	Sem
s21	C4	7.4464	Her grandmother's pennies inspired her to start a coin collection	Item 19	Control
s21	C4	14.28	Up on the tree branch perched a bright red masquerade	Item 11	Sem
s21	C4	-11.859	The president of the college handed each graduate a diploma	Item 139	Control
s21	C4	0.3671	After the Holocaust, German history could never escape this infantry	Item 53	SemCrit
s21	C4	6.8504	To make the car accelerate, press down on this immorality	Item 151	Sem
s21	C4	-6.2614	The archeologists found the mummy of a young Egyptian pharoahs	Item 30	Synt
s21	C4	17.398	The United States has a large stockpile of nuclear armament	Item 113	Synt
s21	C4	3.3414	Incensed at the captain, the crew staged a full-scale immunity	Item 92	SemCrit
s21	C4	10.141	The thesaurus shows that a synonym for drunkenness is splinter	Item 96	Sem
s21	C4	2.7104	The ring held small diamonds set around this blue sapphires	Item 69	Synt
s21	C4	-1.1689	Blinking causes a momentary pupil contraction followed by a mutiny	Item 33	Sem
s21	C4	33.392	The hostess greeted her guests with a light social pleasantry	Item 64	Control
s21	C4	-6.8722	The rice was spiced with a pinch of that saffron	Item 70	Control
s21	C4	-7.6227	You cannot buy Cuban cigars because there is a correction	Item 75	Sem
s21	C4	-10.541	Once Faust signed, he was doomed to this eternal dalmatian	Item 134	SemCrit
s21	C4	-0.39691	Blizzards are deadly hazards for explorers on an arctic sympathizer	Item 158	Sem
s21	C4	2.0827	The Caribbean cruise package includes this kayaking and snorkeling excursions	Item 41	Synt
s21	C4	0.53695	The computer could read text aloud using a speech baloney	Item 66	Sem
s21	C4	4.9494	One window on the dilapidated house was missing a shutter	Item 38	Control
s21	C4	1.2914	He had sprinted and was still sweating from this excursion	Item 42	SemCrit
s21	C4	-1.0304	The low intensity workout compensated by having a long durations	Item 143	Synt
s21	C4	6.4612	I control my fate; I don't have a predetermined destiny	Item 136	Control
s21	C4	-2.0668	He idolized her, and her self-esteem benefited from this duration	Item 144	SemCrit
s21	C4	-2.4598	The scientist designed an experiment to test a controversial hypothesis	Item 49	Control
s21	C4	7.7711	The flute player nervously prepared an excerpt for an audition	Item 100	Control
s21	C4	9.4864	The moth attracted a mate by releasing a potent pheromones	Item 29	Synt
s21	C4	5.9032	Two important fluids in the body are blood and nymph	Item 82	SemCrit
s21	C4	0.80997	The heat felt even worse because of all this humility	Item 47	SemCrit
s21	C4	3.904	Despite technological advances, wars cannot be won without an embryo	Item 54	Sem
s21	C4	0.6061	She danced with an elegant masked gentleman at that masquerades	Item 62	Synt
s21	C4	5.4142	The herd of cows was out grazing in an altercation	Item 129	Sem
s21	C4	-1.9374	Considering my previous experiences, I had a rather low diplomat	Item 157	Sem
s21	C4	11.021	The dentist congratulated me on not having a single cavities	Item 16	Synt
s21	C4	-18.879	Medics cleaned and bandaged the wound to prevent a sapphire	Item 56	Sem
s21	C4	-4.93	Clownfish have evolved invulnerability to the poison tentacles of amenities	Item 7	SemCrit
s21	C4	-4.291	No light escapes the black hole once within this radium	Item 112	SemCrit
s21	C4	-0.97797	Edith Piaf's extraordinary singing career was begun in a cabarets	Item 104	Synt
s21	C4	-15.175	There is a beanbag toss game booth at this carnival	Item 12	Control
s21	C4	-14.529	Two common semi-aquatic rodents are a beaver and a muskrat	Item 150	Control
s21	C4	-8.5165	The baseball player felt cheated and swore at an umpire	Item 40	Control
s21	C4	7.3728	Use Pythagoras' theorem to find the length of a hypothesis	Item 50	SemCrit
s21	C4	20.357	Mediators prevented the dispute from escalating into a violent muskrat	Item 4	Sem
s21	C4	-5.0528	Cats were the only company for this lonely old spinsters	Item 88	Synt
s21	C4	-8.6608	Disgusted, she pulled away from his touch with a shudders	Item 37	Synt
s21	C4	1.3499	The artist achieved eternal fame despite not seeking this immorality	Item 52	SemCrit
s21	C4	-3.522	The sailors feared the harsh discipline of this ship captain	Item 98	Control
s21	C4	-18.064	The circus featured an acrobat, a clown, and a juggler	Item 83	Control
s21	C4	-20.48	Pikemen can be an effective defense against a charging cavalries	Item 15	Synt
s21	C4	-4.9458	The college sent out a newsletter to all its aluminum	Item 107	SemCrit
s21	C4	-4.7922	Can't you just be quiet? she snapped revealing her frankincense	Item 77	Sem
s21	C4	9.8528	Romeo longingly admired Juliet as she stood on this consciousness	Item 118	Sem
s21	C4	6.191	Claiming two wrongs make a right is a common facility	Item 159	SemCrit
s21	C4	1.0397	Oh, yes, very impressive, she drawled with a sarcastic pastor	Item 55	Sem
s21	C4	-7.7117000000000004	Apply this eyeliner and brush your lashes with this mascara	Item 61	Control
s21	C4	-10.74	Never stay out past midnight, was his mother's strict admonitions	Item 102	Synt
s21	C4	2.3935	The museum pass provides five dollars off of each admission	Item 101	Control
s21	C4	3.866	The sermon denounced pride and extolled the virtue of humility	Item 48	Control
s21	C4	-18.593	The cause of death must be determined by a corridor	Item 25	SemCrit
s21	C4	-4.7119	In the nineties, the Rugrats was a very popular cartoons	Item 85	Synt
s21	C4	2.7912	The goddess refused to be bested by a mere expectation	Item 94	Sem
s21	C4	-6.1973	She didn't answer the phone, so I left a messages	Item 137	Synt
s21	C4	-21.968	Rather than reducing violence, the intervention just caused an escalations	Item 153	Synt
s21	C4	-0.72722	She was vaccinated so her body would developed a mutiny	Item 91	SemCrit
s21	C4	-4.1905	That white dog with little black spots is a damnation	Item 133	SemCrit
s21	C4	-7.6403	The contraction for ""it is"" needs to include a jugular	Item 147	Sem
s21	C4	-1.2378	The sudden change in protocol had caused all this consternations	Item 127	Synt
s21	C4	19.85	The afternoon showing cost less because it was a manatee	Item 60	SemCrit
s21	C4	15.896	Political corruption and economic hardship fueled a growing anti-government sentiment	Item 10	Control
s21	C4	9.5399	Statisticians emphasize that causation is not implied by a correlation	Item 27	Control
s21	C4	-6.2482	The lecherous satyr chased after a beautiful lithe wood destiny	Item 81	Sem
s21	C4	-0.057041	The teacher interrupted his sentence to make a grammatical mercenary	Item 20	Sem
s21	C4	-12.515	The soldier rammed gunpowder down the barrel of a distraction	Item 149	Sem
s21	C4	2.13	After she deceived her mother, she had a guilty conscience	Item 126	Control
s21	C4	7.1072	Blackmail is just one of many weapons in this consternation	Item 115	Sem
s21	C4	-7.0434	The monk sat quietly and fell into a deep meditations	Item 18	Synt
s21	C4	-9.2414	The printer needed more paper and a new ink cartridges	Item 110	Synt
s21	C4	1.9397	The slogan ""change"" was a focus of that presidential champagne	Item 122	SemCrit
s21	C4	-10.108	He had a short attention span and needed constant sediment	Item 90	Sem
s21	C4	-3.2479	The poor stayed poor because of this limited upward mobilities	Item 79	Synt
s21	C4	-13.781	Old car engines mixed fuel and air in a cabaret	Item 103	SemCrit
s21	C4	9.6443	Harvesting crops is often the job of a seasonal migrant	Item 22	Control
s21	C4	6.1493	Handling the rough wooden plank gave the woman a splinter	Item 87	Control
s21	C4	2.4892	The bleach is too concentrated and requires a one-in-five shudder	Item 34	Sem
s21	C4	4.6527	The king knelt to be crowned at an official coronation	Item 28	Control
s21	C4	-6.9703	Intestinal problems may indicate a tapeworm, a type of parasol	Item 155	SemCrit
s21	C4	11.431	Candidates must be citizens, but that is the only stimulation	Item 89	SemCrit
s21	C4	-3.0794	His personality was dramatically altered after acquiring this brain lesions	Item 142	Synt
s21	C4	-0.35569	Yuan emperors were Mongolian because Kublai Khan founded this dynasty	Item 145	Control
s21	C4	-12.601	The upscale apartment was complete with all these modern amenities	Item 8	Control
s21	C4	-0.18844	The whining alarm shut off, finally silencing this annoying distractions	Item 35	Synt
s21	C4	-14.421	The storyteller could turn any incident into an amusing hearse	Item 5	Sem
s21	C4	-14.38	The powerful cheetah sprinted in pursuit of a baby addition	Item 74	Sem
s21	C4	-14.937	The crowded urban neighborhood had a very high population densities	Item 135	Synt
s21	C4	5.8571	It's alive! he cackled as he animated this monster Frankenstein	Item 58	Control
s21	C4	0.21833	Agriculture in this desert would be impossible without this irritation	Item 78	SemCrit
s21	C4	5.9359	This docile herbivorous aquatic mammal is known as a manatees	Item 59	Synt
s21	C4	-1.3484	The child made a caterpillar from an old egg cartoon	Item 86	SemCrit
s21	C4	-7.3125	Like the IRS and FBI, CIA is another three-letter abbreviation	Item 95	Control
s21	C4	-11.783	Champagne was once reserved exclusively for the royalty and pheromone	Item 80	Sem
s21	C4	-11.338	The retiree found he soon tired of all this phonology	Item 141	Sem
s21	C4	14.052	He loves me? she wondered, plucking off a daisy pedal	Item 152	SemCrit
s22	C4	9.8717	A soldier fighting for the highest bidder is a mercenary	Item 131	Control
s22	C4	11.236	His office is down at the end of this corridor	Item 26	Control
s22	C4	3.7192	It's alive! he cackled as he animated this monster bounty	Item 58	Sem
s22	C4	-10.605	Apply this eyeliner and brush your lashes with this audition	Item 61	Sem
