FullText	TargetWords	pos_start	Subject	Item	logfreq	concr	old20	dataset	cloze_p	n400	bline
The bad boy was sent to his own father	father	8	v3_PODPH	368T	10.24991012001051	4.52	1.55	Szewczyk et al. (2022)	0	-11.159421382259143	-7.298535073105915
The bridesmaid had an ugly pale face	face	6	v3_PODPH	99L	9.598862759354034	4.87	1	Szewczyk et al. (2022)	0.203703704	-0.4643159295797398	6.024635806232326
The wealthy couple's three little girls enjoyed playing together in the nearby yard	yard	12	v3_PODPH	144L	7.153833801578843	4.82	1.4	Szewczyk et al. (2022)	0.01980198	-3.3624394175534196	3.2382756963635653
At night the old woman locked the front door	door	8	v3_PODPH	4T	9.608847999516849	4.81	1.35	Szewczyk et al. (2022)	0.944444444	1.9160133918651163	14.883976171910628
Each night the campers built a huge improvised fire	fire	8	v3_PODPH	28L	9.3048320350689	4.68	1	Szewczyk et al. (2022)	0.387755102	-7.330447551898033	-3.511713098142581
There was a moth caught in the spider light	light	8	v3_PODPH	295T	9.039077442538964	4.21	1.2	Szewczyk et al. (2022)	0	-3.450869438967924	-1.85411351733748
After dinner they washed the dirty dishes	dishes	6	v3_PODPH	136T	6.406879986069314	4.9	1.7	Szewczyk et al. (2022)	0.931818182	-2.2895521821269553	6.010098292687152
The other driver was so angry he threatened him with a loaded gun	gun	12	v3_PODPH	183T	9.294129897705869	4.83	1	Szewczyk et al. (2022)	0.923076923	7.340299697830115	-6.658736375309917
The cows moved from the sun into the partial shade	shade	9	v3_PODPH	113T	5.720311776607412	3.38	1.25	Szewczyk et al. (2022)	0.875	-12.060913709861303	-6.230733018589127
Most of the trees died after last year's blazing drought	drought	9	v3_PODPH	85L	4.2626798770413155	3.74	1.8	Szewczyk et al. (2022)	0.023809524	-11.150746307539125	-1.4433637015979164
Sandy always wished that she had had a twin sister	sister	9	v3_PODPH	30T	9.127827950401718	4	1.7	Szewczyk et al. (2022)	0.962962963	3.587494527415871	0.4405945492317008
The young boy asked for another homemade treat	treat	7	v3_PODPH	8T	7.881182202227102	3.79	1.65	Szewczyk et al. (2022)	0	-4.86673762147077	-5.8163724920538815
Before she arrived he opened a bottle of wine and put on some soft clean music	music	15	v3_PODPH	201L	8.953510763007166	4.31	2	Szewczyk et al. (2022)	0.214285714	-1.244479983093298	-4.358812326701213
Ida wanted to sing folk songs at the picnic, so she brought her acoustic microphone	microphone	14	v3_PODPH	277T	5.4510384535657	4.88	3.65	Szewczyk et al. (2022)	0	-9.526545703219757	1.7485042888598152
In his day, that old guy was one of the best collegiate athletes	athletes	12	v3_PODPH	262L	5.062595033026967	4.3	2.8	Szewczyk et al. (2022)	0.533333333	-9.799021398244944	-18.112131910352034
There were brightly colored pictures on every title wall	wall	8	v3_PODPH	180L	8.190354403763262	4.86	1	Szewczyk et al. (2022)	0.06	-8.737583433366716	-6.719172313187953
They had been wandering in circles because nobody had a magnetic map	map	11	v3_PODPH	322L	7.392647520721623	4.93	1	Szewczyk et al. (2022)	0	-10.354345869704703	-18.804575693499643
As a child he used to collect postage stamps	stamps	8	v3_PODPH	20T	5.5909869805108565	4.7	1.75	Szewczyk et al. (2022)	0.975609756	-3.259205234224952	-2.4124338110357515
He slipped and fell on the thin ice	ice	7	v3_PODPH	194T	8.30844552038576	4.89	1.1	Szewczyk et al. (2022)	0.978723404	-7.637418832152708	-7.949002512033769
She wore heavy wool socks and her sturdiest boots to go walking in the pine forest	forest	15	v3_QMZSS	200L	6.871091294610546	4.76	1.85	Szewczyk et al. (2022)	0.679245283	-0.3824377466169597	-7.60531304165594
She decided to start a new entrepreneurial business	business	7	v3_QMZSS	338L	9.703327837612294	3.28	2.75	Szewczyk et al. (2022)	0.352941176	10.170529412743546	5.226774778176677
They couldn't decide on a name for their new trained dog	dog	10	v3_QMZSS	305L	9.193804403336085	4.85	1	Szewczyk et al. (2022)	0.538461538	-2.484269112857799	-8.694405390483825
The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his gruesome muscles	muscles	22	v3_QMZSS	165T	5.955837369464831	4.5	2.15	Szewczyk et al. (2022)	0	4.29337801025492	16.554234963169776
Barry wisely chose to pay the electric fee	fee	7	v3_QMZSS	96T	6.20455776256869	3.89	1	Szewczyk et al. (2022)	0	-3.1263292652169885	-7.93850043826004
Fred put the worm on the dangling grass	grass	7	v3_QMZSS	328T	6.75343791859778	4.93	1.35	Szewczyk et al. (2022)	0	-2.6956532034795924	5.503687482556106
Gary could not believe his son stole that expensive watch	watch	9	v3_QMZSS	9aL	9.731037115537436	4.61	1.55	Szewczyk et al. (2022)	0.568181818	5.458717242102956	-5.4275495261215125
We sprayed the yard to keep away the wild bugs	bugs	9	v3_QMZSS	75L	6.54534966033442	5	1	Szewczyk et al. (2022)	0.102040816	5.3111008271092155	7.847384575344635
I could hear the loud telephone ringing through the sliding door	door	10	v3_QMZSS	164L	9.608847999516849	4.81	1.35	Szewczyk et al. (2022)	0.958333333	1.1606161481456143	0.46595607406664513
Mary went into her room to look at her impressionist painting	painting	10	v3_QMZSS	333T	7.306531398939505	4.59	1.65	Szewczyk et al. (2022)	0.770491803	1.403713842841649	-0.32239887603189316
Rafael wants to preserve the national forest by guarding every living tree	tree	11	v3_QMZSS	160L	8.106514516255185	5	1.2	Szewczyk et al. (2022)	0.333333333	-2.475456189951593	-2.3739727487950706
He always hid an extra set of keys under a rubber rug	rug	11	v3_QMZSS	16T	6.2766434893416445	4.79	1	Szewczyk et al. (2022)	0	-3.0222710032975084	-13.32719824287501
It didn't get completed because he could not locate the right ink tool	tool	12	v3_QMZSS	270L	6.3080984415095305	4.6	1.3	Szewczyk et al. (2022)	0	-3.010975878408484	7.465405897075299
Rushing out he forgot to take his spare jacket	jacket	8	v3_QMZSS	71T	7.4413203897176174	4.86	1.75	Szewczyk et al. (2022)	0	-6.870619332154689	1.7764039247894214
They stood on the bridge tossing stale bread to the yellow ducks	ducks	11	v3_QMZSS	357T	6.07073772800249	4.86	1.3	Szewczyk et al. (2022)	0.62962963	-3.9046288309663857	2.6366952559319348
Joan fed her baby some warm broccoli milk	milk	7	v3_QMZSS	248L	7.682482446534506	4.92	1.2	Szewczyk et al. (2022)	0	6.208194121611572	-0.8387802365320348
The hinges were rusted shut, so he had to pry it open with a steel crowbar	crowbar	15	v3_QMZSS	109T	4.204692619390966	4.87	2.8	Szewczyk et al. (2022)	0.807017544	2.51146821216919	0.04593284589626192
He was caught stealing a mountain car	car	6	v3_QMZSS	26L	10.112004656988177	4.89	1	Szewczyk et al. (2022)	0	-9.831682595318732	1.6704479896583653
The jeweler was asked if he would examine the ring's huge artificial stone	stone	12	v3_QMZSS	44T	7.636752112435779	4.72	1.25	Szewczyk et al. (2022)	0.276595745	-2.9839157338190887	-13.981829879891643
He always seemed to be interested in looking at the gorgeous sky	sky	11	v3_QMZSS	293L	7.734558844354756	4.45	1.45	Szewczyk et al. (2022)	0	1.214011403125024	1.6939875463535945
They decided to declaw the cat so he wouldn't tear up the comfortable couch	couch	13	v3_QMZSS	100T	7.088408778675395	4.71	1.45	Szewczyk et al. (2022)	0.448979592	9.344146954782865	1.9301459524342917
I just had a new sound system installed in my compact room	room	11	v3_QMZSS	55T	10.017530268576788	4.79	1.1	Szewczyk et al. (2022)	0	-6.830584395816436	-3.7678149635106553
He returned the hole punch to the substitute teacher	teacher	8	v3_QMZSS	17L	7.952615111651	4.52	1.75	Szewczyk et al. (2022)	0.98	6.740664834479567	0.32240380635204763
He positioned the violin under his outstretched chin	chin	7	v3_QMZSS	240L	6.473890696352274	4.89	1	Szewczyk et al. (2022)	0.3	-8.589137278771707	-7.71421288243313
The car accident five years ago left an ugly scar on his handsome face	face	13	v3_QMZSS	329T	9.598862759354034	4.87	1	Szewczyk et al. (2022)	0.872340426	0.578543265365563	-9.559842092401512
He was cold most of the night and finally got up to get another knitted blanket	blanket	15	v3_QMZSS	246L	6.4967749901858625	5	1.9	Szewczyk et al. (2022)	0.64	6.184910758944973	-4.198177008412559
The fertilizer enriched the green soil	soil	5	v3_QMZSS	14L	5.986452005284438	4.87	1.4	Szewczyk et al. (2022)	0	14.5584377674106	0.18673768805779412
In the mysterious wooden box the girl found the brass ring	ring	10	v3_QMZSS	370aT	8.461891875631148	4.81	1	Szewczyk et al. (2022)	0.472727273	2.1277459849850633	1.9073128685932028
As soon as they reached the sand, he stopped to take off his clean shoes	shoes	14	v3_QMZSS	137aT	8.23827262463303	4.97	1.5	Szewczyk et al. (2022)	0.744186047	-7.201474379750156	4.962638703028305
No one at the reunion recognized Dan because he had grown a twisted mustache	mustache	13	v3_QMZSS	31L	5.53338948872752	4.9	2.75	Szewczyk et al. (2022)	0.354166667	5.442662369037632	-0.42681571577328
She flipped through the stations in search of some loud news	news	10	v3_QMZSS	342T	9.035986984831403	3.41	1.4	Szewczyk et al. (2022)	0	1.7417535802651678	8.671522203781606
She was having a hard time because she didn't know the correct answer	answer	12	v3_QMZSS	104T	9.103534367658373	2.89	2.35	Szewczyk et al. (2022)	0.553571429	8.249001727768713	-2.9224817058387105
Jessie left without his toolbox or his office keys	keys	8	v3_QMZSS	301T	7.86403565907245	4.89	1.85	Szewczyk et al. (2022)	0.558139535	3.51722459034429	-0.3806770888524691
Their neighbors were surprised to find out that the Smiths had never visited that sleepy town	town	15	v3_QMZSS	92L	9.445017159104063	4.64	1.5	Szewczyk et al. (2022)	0.634920635	3.324067773013916	4.288403233903302
Mrs. Stevens said that little Dennis was the loudest boy in the entire story	story	13	v3_QMZSS	128T	9.329100707697023	3.3	1.6	Szewczyk et al. (2022)	0	5.541883539477874	-2.3446880728865267
She was named after her surrogate mother	mother	6	v3_QMZSS	49T	10.10548918009691	4.6	1.65	Szewczyk et al. (2022)	0.891304348	14.282622426387364	3.9779164718690847
Paul painted the clown's suit blue and gave him a big red inflated balloon	balloon	13	v3_QMZSS	237L	6.093569770045136	4.92	2.1	Szewczyk et al. (2022)	0.340909091	10.421301865032175	4.553707848932361
The county decided to tear down the gas station by the major highway	highway	12	v3_QMZSS	87T	6.815639990074331	4.72	2.8	Szewczyk et al. (2022)	0.66	3.932171887444987	-0.36407114917336214
Upon mother's strict orders, the cat's smelly litter box was kept in the damp shed	shed	14	v3_QMZSS	58T	6.329720905522696	4.55	1	Szewczyk et al. (2022)	0	4.392379207685875	-1.4637644408407882
She was glad she had brought a good book with her since there was nothing to read at the retail office	office	20	v3_QMZSS	260L	9.249561085129464	4.93	2.45	Szewczyk et al. (2022)	0	8.774243495729767	11.331598825627264
Although she heard it ringing, Nancy was too busy cleaning the chimney to get the locked phone	phone	16	v3_QMZSS	51L	9.529303064460995	4.86	1.55	Szewczyk et al. (2022)	0.176470588	6.870436570432283	-5.032069098794692
You could tell he had grown up in the South by his strong attitude	attitude	13	v3_QMZSS	48T	7.193685818395112	1.97	2.55	Szewczyk et al. (2022)	0	1.989197660415	-1.4484563338758196
She took the baby out when he started to cry and had to miss the rest of the scary party	party	19	v3_QMZSS	263T	9.38353709043758	3.89	1.3	Szewczyk et al. (2022)	0	-1.638549365351551	-13.014110189801755
The breeze lifted the dry air	air	5	v3_QMZSS	315L	8.866581653303996	4.11	1	Szewczyk et al. (2022)	0.351351351	-1.7370268449361403	13.220557394736115
The sewer backed up and caused a massive flood	flood	8	v3_QMZSS	229T	5.676753802268282	4.62	1.75	Szewczyk et al. (2022)	0.456521739	-2.4357072356108036	-8.432344735777335
The applause could be heard throughout the packed auditorium	auditorium	8	v3_QMZSS	124T	4.394449154672439	4.7	3.75	Szewczyk et al. (2022)	0.326530612	13.9973490216965	3.82520980868244
He was grouchy because he was having trouble with his fitful sleep	sleep	11	v3_QMZSS	284T	9.360999248261296	4.44	1.45	Szewczyk et al. (2022)	0.24137931	5.5887369113239025	-1.213598160664432
As a punishment, his parents immediately took away his smart toy	toy	10	v3_QMZSS	290T	6.756932389247553	4.93	1	Szewczyk et al. (2022)	0	-1.4602867902314949	-8.029000481052494
Kim was relieved to see that ample food had been made for the bachelorette occasion	occasion	14	v3_QMZSS	135T	6.739336627357174	2.52	2.7	Szewczyk et al. (2022)	0	7.383505681264185	4.637073509877084
The senator had once been a municipal teacher	teacher	7	v3_QMZSS	359aL	7.952615111651	4.52	1.75	Szewczyk et al. (2022)	0	0.694567059187521	-1.544069946654207
Every spring they held the annual military parade	parade	7	v3_QMZSS	265L	6.489204931325317	4.54	1.8	Szewczyk et al. (2022)	0.589285714	3.0292748700681393	4.877763766084851
The white gull dove down and caught a floppy worm	worm	9	v3_QMZSS	253T	6.248042874508429	4.9	1.45	Szewczyk et al. (2022)	0.037037037	-6.382314510281352	-8.53847919686166
Ken built his new house on a quiet residential street	street	9	v3_QMZSS	224T	8.930361883909434	4.75	1.85	Szewczyk et al. (2022)	0.58490566	6.06901974184573	6.364358464270665
Betsy could never tell a deliberate joke	joke	6	v3_QMZSS	299T	8.22282213081366	2.9	1.05	Szewczyk et al. (2022)	0.039215686	-1.7153943780799277	-7.140965241885282
He was soothed by the gentle southerly wind	wind	7	v3_QMZSS	102L	8.015987811027237	3.93	1	Szewczyk et al. (2022)	0.216666667	5.767448368779968	2.5864912903047332
During years of drudgery, the man had derived comfort from a single holy book	book	13	v3_QMZSS	46T	9.107975365298154	4.9	1	Szewczyk et al. (2022)	0.1875	-11.451757434593812	-8.099687093645317
The squirrel stored some nuts in the cold ground	ground	8	v3_QMZSS	59L	8.215276958936633	4.77	1.8	Szewczyk et al. (2022)	0.452830189	3.204095077596802	7.904365033058949
Although John felt some remorse he decided to return the generous gift	gift	11	v3_QMZSS	250L	8.098946748943339	4.56	1.5	Szewczyk et al. (2022)	0.43902439	12.763270607033974	5.330042659744405
They waited a long time to see the live movie	movie	9	v3_QMZSS	119L	8.743850562030243	4.59	1.85	Szewczyk et al. (2022)	0	-19.71975478259136	-24.51558729285205
At the park next to the beach she saw a man with a funny dog	dog	14	v3_QMZSS	191L	9.193804403336085	4.85	1	Szewczyk et al. (2022)	0	-11.49612369831426	-0.12094830373341692
Every month Rick had to clean his speedy car	car	8	v3_QMZSS	280T	10.112004656988177	4.89	1	Szewczyk et al. (2022)	0.541666667	7.142466415123383	9.934337568599648
Randy froze when he saw a shadow at the end of the dark alley	alley	13	v3_QMZSS	268L	6.723832440821209	4.82	1.55	Szewczyk et al. (2022)	0.428571429	-2.8707760745206623	5.039284507170542
He drove the nail into the garage door	door	7	v3_QMZSS	74L	9.608847999516849	4.81	1.35	Szewczyk et al. (2022)	0.62962963	4.721894264206414	4.572038175108751
She felt dinner would not be complete unless she made blueberry dessert	dessert	11	v3_QMZSS	172L	6.573680166960646	4.93	2.05	Szewczyk et al. (2022)	0	2.761569389339523	-1.3297096078714687
The only food in the refrigerator was a moldy aged sandwich	sandwich	10	v3_QMZSS	267L	7.020190708311925	4.9	3.5	Szewczyk et al. (2022)	0.040816327	-5.181724203964364	-16.918997829196496
Steve invited his girlfriend to a pajama party	party	7	v3_QMZSS	348T	9.38353709043758	3.89	1.3	Szewczyk et al. (2022)	1	8.039735546351993	6.594097048341948
It's raining, and I forgot my coat, hat, and wide umbrella	umbrella	10	v3_QMZSS	323T	5.948034989180646	5	3.65	Szewczyk et al. (2022)	0.911111111	3.5701247294106104	-4.161443107853671
She cleaned the dirt from her muddy hair	hair	7	v3_QMZSS	95T	8.965973184210347	4.97	1.5	Szewczyk et al. (2022)	0	-11.7717113373809	1.865859306996172
Dillinger once robbed that antique bank	bank	5	v3_QMZSS	151L	8.374476889214643	4.78	1	Szewczyk et al. (2022)	0.02173913	1.4143644777477635	1.1962519505669498
The person who caught the thief deserves our utmost applause	applause	9	v3_QMZSS	73T	6.3578422665081	4.29	2.75	Szewczyk et al. (2022)	0	10.873794348259684	8.036903023882331
It was time to hang the new framed picture	picture	8	v3_QMZSS	223T	8.862483576488332	4.52	2.4	Szewczyk et al. (2022)	0.622222222	-12.211273391243946	-14.567963651081074
Their picnic was ruined by the intermittent rain	rain	7	v3_QMZSS	80T	7.822044008185619	4.97	1	Szewczyk et al. (2022)	0.695652174	3.8018804964320982	13.407900855712532
He was so busy and overwhelmed that he had forgotten to respond to the footer email	email	15	v3_QMZSS	1L	4.672828834461906	4.69	1.9	Szewczyk et al. (2022)	0.150943396	0.9936604996247366	5.604140997606116
She left the tiny baby alone in the little room	room	9	v3_QMZSS	309T	10.017530268576788	4.79	1.1	Szewczyk et al. (2022)	0.016129032	9.170633015132037	-5.274045155653281
The cigar stank and burned a hole in the Hawaiian shirt	shirt	10	v3_QMZSS	197L	7.768956044538332	4.94	1.55	Szewczyk et al. (2022)	0.759259259	4.262812020518975	-9.670589597034024
She was quite surprised that Bill didn't keep his solemn watch	watch	10	v3_QMZSS	65T	9.731037115537436	4.61	1.55	Szewczyk et al. (2022)	0	-6.885286735557892	-5.902556232608687
As usual, he didn't do well because he had not prepared his impassioned mind	mind	13	v3_QMZSS	121T	10.115206086180873	2.5	1	Szewczyk et al. (2022)	0	-14.945974560501812	0.9452268691232552
After getting out of the shower he sat down to have continental breakfast	breakfast	12	v3_QMZSS	116T	8.126222529458525	4.43	3.15	Szewczyk et al. (2022)	0.981132075	7.156040467273721	-5.461785006294446
Although Jan was usually careful, she had forgotten to turn off the cooking light	light	13	v3_QMZSS	367aT	9.039077442538964	4.21	1.2	Szewczyk et al. (2022)	0.016949153	10.84754916828592	-1.3771258986963917
The Italian chef was known for his fabulous pesto sauce	sauce	9	v3_QMZSS	289L	6.679599185844383	4.75	1.75	Szewczyk et al. (2022)	0.390243902	-0.772234145414627	5.44328101099652
Sam practiced every day in anticipation of the homecoming concert	concert	9	v3_QMZSS	189L	6.79794041297493	4.35	1.7	Szewczyk et al. (2022)	0	12.726373157127512	11.077771077912342
The university wouldn't let him register until he paid the overdue fines on the borrowed student books	books	16	v3_QMZSS	12L	8.148156439921625	4.9	1.3	Szewczyk et al. (2022)	0.464285714	13.914784230557018	-2.7240468972593974
His ring fell into a hole in the porcelain floor	floor	9	v3_QMZSS	362T	8.543445562560303	4.8	1.8	Szewczyk et al. (2022)	0.019607843	15.792248241989176	3.973549877868614
The man was caught selling an illegal psychiatric gun	gun	8	v3_QMZSS	199T	9.294129897705869	4.83	1	Szewczyk et al. (2022)	0.027027027	1.9914374608519965	7.561827986603251
He put a clean sheet on the picnic bed	bed	8	v3_QMZSS	306L	9.163667963777751	5	1	Szewczyk et al. (2022)	0	4.2356258688706285	1.6623852984074403
He finally bought some poison to kill the stray rats	rats	9	v3_QMZSS	242L	6.744059186311348	4.85	1	Szewczyk et al. (2022)	0.19047619	9.762165218465697	5.721893483017158
She pulled her head out from under the faucet and reached for a dry wrench	wrench	14	v3_QMZSS	70T	5.313205979041787	4.93	1.75	Szewczyk et al. (2022)	0	-2.491585894109521	-2.135236659901928
The officials tried to evacuate everyone from the area before the rapid storm	storm	12	v3_QMZSS	311L	7.362010551259734	4.7	1.75	Szewczyk et al. (2022)	0.24	-1.3578880340568231	-6.593517648232871
They decided to buy a small place and build an addition with two more furnished rooms	rooms	15	v3_QMZSS	281T	7.190676034332207	4.57	1.4	Szewczyk et al. (2022)	0.785714286	15.064826614384266	6.845359841513698
Phil put some drops in his red drink	drink	7	v3_QMZSS	24T	9.442879644930755	4.76	1.65	Szewczyk et al. (2022)	0.045454545	0.6923857351319438	-11.910257942214642
If he strained his eyes he could see a flying bird	bird	10	v3_QMZSS	5T	7.7488913372555315	5	1.6	Szewczyk et al. (2022)	0.244897959	-0.4120960891981814	-4.45732123657512
Within minutes of arriving at the office, the detective spilled his thermos full of hearty soup	soup	15	v3_QMZSS	225L	7.1592919047975645	4.72	1.4	Szewczyk et al. (2022)	0.745454545	-4.206505369511806	-7.359957137488688
There were a lot of old boxes stored in the dusty basement	basement	11	v3_QMZSS	271T	6.980075940561763	4.89	2.45	Szewczyk et al. (2022)	0.038461538	-9.52946232364469	5.731261974735118
Every morning before school his mother laid out his clothes and packed his delicious lunch	lunch	14	v3_QMZSS	272T	8.577535420422398	4.31	1.65	Szewczyk et al. (2022)	0.981481481	-0.9168744778152228	-13.65935209479147
The hikers wanted to camp close to the mighty river	river	9	v3_QMZSS	209L	7.948031990637284	4.89	1.3	Szewczyk et al. (2022)	0.4	7.339762723926239	-0.6195381451890184
I don't know what his secret was, but my brother always managed to get the best looking grades	grades	17	v3_QMZSS	105L	6.113682179832232	3	1.4	Szewczyk et al. (2022)	0	6.341610258939798	-2.7437009041318117
His seat was next to the glass window	window	7	v3_QMZSS	233T	8.386400901166214	4.86	1.95	Szewczyk et al. (2022)	0.617021277	5.314172276915695	7.6220231038609505
Steve spilled coffee all over his clean white cargo shirt	shirt	9	v3_QMZSS	13L	7.768956044538332	4.94	1.55	Szewczyk et al. (2022)	0.02	-2.291636885884299	-12.030405677848083
While they were eating pancakes, Albert noticed a bee swimming in the sticky water	water	13	v3_QMZSS	86T	9.348274558065496	5	1.15	Szewczyk et al. (2022)	0	-7.719233820047704	-0.9538570379261304
The truck that Dave drove crashed into the hickory wall	wall	9	v3_QMZSS	173T	8.190354403763262	4.86	1	Szewczyk et al. (2022)	0	-7.2817390469960355	3.675173741848646
They installed an extremely expensive alarm system to protect their extended home	home	11	v3_QMZSS	50L	10.58385339873134	4.11	1	Szewczyk et al. (2022)	0.117647059	-9.972518859988828	-4.358408677614698
Larry chose not to join the terrorist army	army	7	v3_QMZSS	167L	8.382747094863314	4.7	1.7	Szewczyk et al. (2022)	0	4.034523815882676	2.6083137894979984
He smiled nervously as he searched through his pockets for a single mint	mint	12	v3_QMZSS	302T	5.627621113690637	4.54	1	Szewczyk et al. (2022)	0	2.0564103632446318	0.8125034752706352
It was a dream come true because Jane had always wanted to visit Europe with her new sister	sister	17	v3_QMZSS	7T	9.127827950401718	4	1.7	Szewczyk et al. (2022)	0	10.390298233700207	0.7531433707690112
She was feeling cold so she put on her fuzzy slippers	slippers	10	v3_QMZSS	286L	5.575949103146316	4.86	1.65	Szewczyk et al. (2022)	0.260869565	-8.18368049362596	-1.91737080011532
They rested under a tree in the dim park	park	8	v3_QMZSS	351L	8.210396255104774	4.74	1	Szewczyk et al. (2022)	0.022222222	-7.3655590018278145	6.069333496661249
They carelessly dumped the toxic waste into the deep ocean	ocean	9	v3_QMZSS	69L	7.343426229147367	4.86	1.95	Szewczyk et al. (2022)	0.41025641	9.11134670803404	-5.639957000185469
The shirt was stained with dried oil	oil	6	v3_QMZSS	179T	7.647786045440933	4.93	1	Szewczyk et al. (2022)	0	-13.959207616370692	-4.512220175539317
Mr. Smith enjoyed showing people his newly installed large dish	dish	9	v3_QMZSS	203T	6.371611847231857	4.9	1.25	Szewczyk et al. (2022)	0	-8.78785101324809	6.418581938292676
He hated to move, but Richard wanted to live closer to his distant cousin	cousin	13	v3_QMZSS	142L	7.820840879907344	3.7	1.95	Szewczyk et al. (2022)	0.384615385	11.437249160172852	-3.1075219630645705
She helped him put the finishing touches on the abstract house	house	10	v3_QMZSS	91T	10.174087045006631	5	1.35	Szewczyk et al. (2022)	0	-9.1135770599059	-6.519074713407848
Our government was secretly supplying the rebels with arms and counterfeit ammunition	ammunition	11	v3_QMZSS	42T	5.707110264748875	4.88	3.5	Szewczyk et al. (2022)	0	3.646043047341472	-2.0709956141810797
She was glad she had accompanied her friend because she was enjoying the party except for the loud music	music	18	v3_QMZSS	93T	8.953510763007166	4.31	2	Szewczyk et al. (2022)	0.814814815	13.056170935666218	8.63406357426942
She usually let her very competent secretary handle the phone calls	calls	10	v3_QMZSS	123T	8.318254328798846	4	1.1	Szewczyk et al. (2022)	0.893617021	-6.759997604956585	-10.717978722579868
Coming in, he took off his hard hat	hat	7	v3_QMZSS	216L	8.09376775793108	4.88	1	Szewczyk et al. (2022)	0.781818182	12.34381829769096	-8.813511261289257
Quite predictably, the first thing the doctor asked for was the pregnancy symptoms	symptoms	12	v3_QMZSS	303aL	6.0112671744041615	3.19	3.5	Szewczyk et al. (2022)	0	8.820765334153224	-7.225679369165022
I think that my stockbroker is a petty thief	thief	8	v3_QMZSS	336T	7.122059881629142	4.37	1.95	Szewczyk et al. (2022)	0.488372093	0.8803992130226359	-7.661036351548656
He liked lemon and sugar in his sparkling water	water	8	v3_QMZSS	326L	9.348274558065496	5	1.15	Szewczyk et al. (2022)	0.765957447	5.937081530381805	-7.443403197392364
He grew corn to feed his poor cows	cows	7	v3_QMZSS	235L	6.175867270105761	4.96	1	Szewczyk et al. (2022)	0.02020202	13.592831733397311	0.14067712449631278
Sharon dried the bowls with a paper towel	towel	7	v3_QMZSS	81T	6.583409222158765	4.86	1.6	Szewczyk et al. (2022)	0.95	9.580374864881248	-3.877736491063879
The old woman was the only one to see the gruesome murder	murder	11	v3_QMZSS	316L	8.651374372882257	3.61	1.85	Szewczyk et al. (2022)	0.386363636	-2.336716984820593	-5.414700871714007
Since the water was unsafe they decided to drink sweet juice	juice	10	v3_QMZSS	106L	7.22402480828583	4.89	1.8	Szewczyk et al. (2022)	0.057692308	1.9666634644324583	1.2800443965484771
The journalist reported that many collapsed during the tropical heat	heat	9	v3_QMZSS	62L	7.623153068476902	3.79	1	Szewczyk et al. (2022)	0.2	9.156984470480284	2.013753364847428
The rude waiter was not given a second chance	chance	8	v3_QMZSS	35L	9.417679691745423	1.64	1.8	Szewczyk et al. (2022)	0.816326531	-3.0998767598467025	2.0097728884881856
They had to shampoo the new beige rug after the accident with the expensive wine	wine	14	v3_QMZSS	143L	8.0323601479245	4.79	1	Szewczyk et al. (2022)	0.733333333	0.00792332472578793	-12.523065859881788
No matter how hard she tried, she could not remember the maiden name	name	12	v3_QMZSS	288T	10.396230668751352	3.5	1.15	Szewczyk et al. (2022)	0.813953488	-2.5927587818195184	2.6282402237494846
We followed the path up the hill, and there, under the tree, was a poisonous snake	snake	15	v3_QMZSS	110aL	7.039660349862076	5	1.5	Szewczyk et al. (2022)	0.823529412	-16.092100423836012	-1.310039621362243
When Drew arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent dinner table	table	16	v3_QMZSS	152T	8.591929537530255	4.9	1.5	Szewczyk et al. (2022)	0.87755102	1.5008184575191288	-4.87184403727129
The Democrats seemed to focus on defense while the Republicans talked about the balanced budget	budget	14	v3_QMZSS	195L	6.2422232654551655	3.14	1.8	Szewczyk et al. (2022)	0.696428571	-6.451630315719037	1.4370389812561226
Peter painted the walls of the bird exhibit light blue to resemble the cloudless ocean	ocean	14	v3_QMZSS	358T	7.343426229147367	4.86	1.95	Szewczyk et al. (2022)	0	-7.368023846666957	-5.304042996706626
I had lost the ticket I needed to pick up my washed clothes	clothes	12	v3_QMZSS	21T	8.54849804124465	4.76	1.85	Szewczyk et al. (2022)	0.543478261	1.6534761730342706	3.9142735727483777
His skin was red from spending the day at the sandy beach	beach	11	v3_QMZSS	2T	7.968665700466235	4.79	1.35	Szewczyk et al. (2022)	0.980392157	8.40352022355904	-11.63273339668338
Helen reached up to dust the halogen lamp	lamp	7	v3_QMZSS	61L	6.489204931325317	4.97	1.15	Szewczyk et al. (2022)	0.442622951	-14.94877857189812	-16.48012526863761
He bought her a pearl necklace for her first anniversary	anniversary	9	v3_QMZSS	112L	6.84587987526405	3.15	4.6	Szewczyk et al. (2022)	0.5	1.743675880540055	-11.753044641418676
Tim's friend pushed him into a brick pool	pool	7	v3_QMZSS	241L	7.781973234434385	4.77	1.1	Szewczyk et al. (2022)	0	4.430972203068206	6.570539118529266
He fell on the floor after tripping on the power cord	cord	10	v3_QMZSS	363L	5.883322388488279	4.63	1	Szewczyk et al. (2022)	0.8	6.399146172513865	3.392732873585322
The bad boy was sent to his own father	father	8	v3_QMZSS	368T	10.24991012001051	4.52	1.55	Szewczyk et al. (2022)	0	10.210010381053628	-2.818434448395678
